序号,代码,名称,上榜日,解读,收盘价,涨跌幅,龙虎榜净买额,龙虎榜买入额,龙虎榜卖出额,龙虎榜成交额,市场总成交额,净买额占总成交比,成交额占总成交比,换手率,流通市值,上榜原因,上榜后1日,上榜后2日,上榜后5日,上榜后10日
1107,000852,石化机械,2025-03-24,西藏自治区资金买入，成功率17.51%,8.78,5.9107,-61903217.69,182203449.04,244106666.73,426310115.77,3442076174.0,-1.79842672157,12.385260936122,22.0697,8261992107.62,连续三个交易日内，涨幅偏离值累计达到20%的证券,-5.46697039,-8.08656036,-16.97038724,-31.66287016
1108,000852,石化机械,2025-01-09,1家机构卖出，成功率46.41%,7.06,-7.4705,20000712.78,91945850.08,71945137.3,163890987.38,768112218.0,2.603879005086,21.336854633915,11.1811,6643469735.74,日跌幅偏离值达到7%的前5只证券,-7.22379603,-10.62322946,-9.34844193,-9.63172805
1109,000852,石化机械,2025-01-03,2家机构买入，成功率39.26%,7.48,10.0,27315603.71,169916377.23,142600773.52,312517150.75,1674004531.0,1.631752077378,18.668835416073,9.2466,7038690314.92,连续三个交易日内，涨幅偏离值累计达到20%的证券,1.60427807,3.34224599,-12.43315508,-15.64171123
1110,000856,冀东装备,2025-07-23,2家机构卖出，成功率22.83%,12.18,-3.5629,-92417993.96,42897146.0,135315139.96,178212285.96,932022177.0,-9.915857824057,19.121034923614,32.1192,2764860000.0,日换手率达到20%的前5只证券,0.08210181,-3.11986864,-4.84400657,0.24630542
1111,000856,冀东装备,2025-02-21,主力做T，成功率47.00%,15.75,-6.5836,-30409721.66,129279791.0,159689512.66,288969303.66,1585064409.0,-1.918516464526,18.230760972187,43.9791,3575250000.0,日换手率达到20%的前5只证券,-9.58730159,-13.26984127,-18.98412698,-19.87301587
1112,000856,冀东装备,2025-02-21,主力做T，成功率47.00%,15.75,-6.5836,-30409721.66,129279791.0,159689512.66,288969303.66,1585064409.0,-1.918516464526,18.230760972187,43.9791,3575250000.0,日跌幅偏离值达到7%的前5只证券,-9.58730159,-13.26984127,-18.98412698,-19.87301587
1113,000856,冀东装备,2025-02-21,主力做T，成功率47.00%,15.75,-6.5836,-30409721.66,129279791.0,159689512.66,288969303.66,1585064409.0,-1.918516464526,18.230760972187,43.9791,3575250000.0,日振幅值达到15%的前5只证券,-9.58730159,-13.26984127,-18.98412698,-19.87301587
1114,000856,冀东装备,2025-02-19,主力做T，成功率60.38%,15.33,9.9713,-84614049.4,108394663.16,193008712.56,301403375.72,1553268921.0,-5.447482290802,19.404455445227,45.8506,3479910000.0,日换手率达到20%的前5只证券,9.98043053,2.73972603,-11.74168297,-16.04696673
1115,000856,冀东装备,2025-02-18,1家机构买入，成功率49.39%,13.94,10.0237,126365868.11,179347110.89,52981242.78,232328353.67,1097927760.0,11.509488393845,21.160622960294,10.8174,3164380000.0,连续三个交易日内，涨幅偏离值累计达到20%的证券,9.9713056,20.94691535,-2.00860832,-10.40172166
1116,000856,冀东装备,2025-02-17,普通席位买入，成功率52.05%,12.67,9.9826,60159529.22,99322696.11,39163166.89,138485863.0,759665841.0,7.919209469891,18.229839427517,28.1982,2876090000.0,日振幅值达到15%的前5只证券,10.02367798,20.99447514,12.39147593,-2.76243094
1117,000856,冀东装备,2025-02-14,西藏自治区资金卖出，成功率12.43%,11.52,-10.0,-17582420.1,44028676.71,61611096.81,105639773.52,803521877.0,-2.188169433002,13.147093631652,29.8801,2615040000.0,日跌幅偏离值达到7%的前5只证券,9.98263889,21.00694444,36.71875,10.76388889
1118,000856,冀东装备,2025-02-13,西藏自治区资金买入，成功率37.30%,12.8,1.1858,-19254295.62,67515741.93,86770037.55,154285779.48,1243326546.0,-1.548611318719,12.409111667113,41.5061,2905600000.0,日换手率达到20%的前5只证券,-10.0,-1.015625,31.71875,0.15625
1119,000856,冀东装备,2025-02-12,普通席位买入，成功率33.07%,12.65,10.0,54161005.57,101333867.45,47172861.88,148506729.33,956268979.0,5.663783596393,15.529807260432,35.6727,2871550000.0,日振幅值达到15%的前5只证券,1.18577075,-8.93280632,21.18577075,6.95652174
1120,000856,冀东装备,2025-02-12,普通席位买入，成功率33.07%,12.65,10.0,54161005.57,101333867.45,47172861.88,148506729.33,956268979.0,5.663783596393,15.529807260432,35.6727,2871550000.0,日换手率达到20%的前5只证券,1.18577075,-8.93280632,21.18577075,6.95652174
1121,000856,冀东装备,2025-02-11,主力做T，成功率26.48%,11.5,-3.1171,-92983411.26,57549772.23,150533183.49,208082955.72,1138275924.0,-8.168793637772,18.280537375224,42.1128,2610500000.0,日换手率达到20%的前5只证券,10.0,11.30434783,21.2173913,18.7826087
1122,000856,冀东装备,2025-02-07,西藏自治区资金卖出，成功率25.89%,10.79,-3.9181,-8561979.35,59618656.62,68180635.97,127799292.59,920447246.0,-0.930197725856,13.884477697704,37.1008,2449330000.0,日换手率达到20%的前5只证券,10.00926784,6.58016682,6.76552363,45.96848934
1123,000856,冀东装备,2025-02-06,主力做T，成功率29.99%,11.23,-2.007,-17030052.93,79592778.0,96622830.93,176215608.93,1153076267.0,-1.476923375963,15.282216274251,45.9699,2549210000.0,日换手率达到20%的前5只证券,-3.91807658,5.69902048,13.98040962,50.13357079
1124,000856,冀东装备,2025-02-06,主力做T，成功率29.99%,11.23,-2.007,-17030052.93,79592778.0,96622830.93,176215608.93,1153076267.0,-1.476923375963,15.282216274251,45.9699,2549210000.0,日振幅值达到15%的前5只证券,-3.91807658,5.69902048,13.98040962,50.13357079
1125,000856,冀东装备,2025-01-27,普通席位买入，成功率41.85%,12.73,10.0259,41233599.98,127129853.98,85896254.0,213026107.98,1254523557.0,3.286793599843,16.980638330094,45.6938,2889710000.0,日振幅值达到15%的前5只证券,-9.97643362,-11.78318932,-9.66221524,9.50510605
1126,000856,冀东装备,2025-01-27,普通席位买入，成功率41.85%,12.73,10.0259,66953599.41,155697647.98,88744048.57,244441696.55,1477227610.0,4.532382075502,16.547327906361,45.6938,2889710000.0,连续三个交易日内，涨幅偏离值累计达到20%的证券,-9.97643362,-11.78318932,-9.66221524,9.50510605
1127,000856,冀东装备,2025-01-27,普通席位买入，成功率41.85%,12.73,10.0259,41233599.98,127129853.98,85896254.0,213026107.98,1254523557.0,3.286793599843,16.980638330094,45.6938,2889710000.0,日换手率达到20%的前5只证券,-9.97643362,-11.78318932,-9.66221524,9.50510605
1128,000856,冀东装备,2025-01-27,普通席位买入，成功率41.85%,12.73,10.0259,41233599.98,127129853.98,85896254.0,213026107.98,1254523557.0,3.286793599843,16.980638330094,45.6938,2889710000.0,日涨幅偏离值达到7%的前5只证券,-9.97643362,-11.78318932,-9.66221524,9.50510605
1129,000856,冀东装备,2025-01-23,买一主买，成功率35.22%,10.52,10.0418,-14831122.53,64519289.18,79350411.71,143869700.89,791391699.0,-1.874055862443,18.179329031603,34.8139,2388040000.0,日换手率达到20%的前5只证券,9.98098859,21.00760456,2.56653992,9.50570342
1130,000856,冀东装备,2025-01-23,普通席位买入，成功率27.41%,10.52,10.0418,-85360109.49,76123240.4,161483349.89,237606590.29,1257210503.0,-6.789643364123,18.899507260162,34.8139,2388040000.0,连续三个交易日内，涨幅偏离值累计达到20%的证券,9.98098859,21.00760456,2.56653992,9.50570342
1131,000856,冀东装备,2025-01-21,福建资金买入，成功率33.57%,8.69,10.0,6659320.45,47478127.45,40818807.0,88296934.45,252426699.0,2.638120482651,34.979237457762,5.4585,1972630000.0,连续三个交易日内，涨幅偏离值累计达到20%的证券,10.01150748,21.05868815,31.87571922,45.56962025
1132,000859,国风新材,2025-12-25,3家机构买入，成功率19.18%,11.56,9.9905,32762338.76,268334545.71,235572206.95,503906752.66,2556126053.0,1.281718431747,19.713689474296,25.9679,10356896132.76,日涨幅偏离值达到7%的前5只证券,-4.84429066,-4.23875433,-3.71972318,16.78200692
1133,000859,国风新材,2025-12-15,主力做T，成功率42.07%,10.65,5.9701,75290774.2199999,704322573.29,629031799.07,1333354372.36,7153666287.0,1.052478144764,18.638755553681,28.5188,9541604136.15,连续三个交易日内，涨幅偏离值累计达到20%的证券,-5.63380282,-4.50704225,-9.85915493,3.94366197
1134,000859,国风新材,2025-12-04,1家机构卖出，成功率28.04%,8.3,-9.9783,13765982.62,165219637.07,151453654.45,316673291.52,1657209712.0,0.830672335572,19.108824262068,21.4333,7436179749.3,日跌幅偏离值达到7%的前5只证券,10.0,12.04819277,17.71084337,13.73493976
1135,000859,国风新材,2025-12-02,3家机构买入，成功率40.41%,9.23,10.0119,141551579.25,329777647.73,188226068.48,518003716.21,2984173217.0,4.743410283412,17.358366238899,16.4094,8269390251.33,连续三个交易日内，涨幅偏离值累计达到20%的证券,-0.10834236,-10.07583965,-1.84182015,8.88407367
1136,000859,国风新材,2025-11-28,主力做T，成功率28.31%,7.63,-9.9174,-58420165.22,104095718.03,162515883.25,266611601.28,1561463143.0,-3.741373306305,17.074472905442,22.6618,6835909817.73,日跌幅偏离值达到7%的前5只证券,9.96068152,20.96985583,19.65923984,31.71690695
1137,000859,国风新材,2025-11-27,主力做T，成功率19.07%,8.47,-9.9894,-105561338.41,122013995.6,227575334.01,349589329.61,1722246808.0,-6.129280537473,20.298445494927,22.3798,7588487045.37,日跌幅偏离值达到7%的前5只证券,-9.91735537,-0.94451004,-2.00708383,15.34828808
1138,000859,国风新材,2025-11-25,主力做T，成功率34.71%,9.11,-4.6073,-30002913.09,291896966.69,321899879.78,613796846.47,3116367961.0,-0.962752584594,19.695904147116,38.2827,8161879218.81,日振幅值达到15%的前5只证券,3.29308452,-7.02524698,1.31723381,-0.54884742
1139,000859,国风新材,2025-11-25,主力做T，成功率34.71%,9.11,-4.6073,-30002913.09,291896966.69,321899879.78,613796846.47,3116367961.0,-0.962752584594,19.695904147116,38.2827,8161879218.81,日换手率达到20%的前5只证券,3.29308452,-7.02524698,1.31723381,-0.54884742
1140,000859,国风新材,2025-11-24,买一主买，成功率36.41%,9.55,10.023,50051739.26,280530309.45,230478570.19,511008879.64,1887096813.0,2.652314333594,27.079102466801,22.551,8556086338.05,日涨幅偏离值达到7%的前5只证券,-4.60732984,-1.46596859,-12.14659686,-2.61780105
1141,000859,国风新材,2025-11-24,主力做T，成功率30.73%,9.55,10.023,-29018307.35,461584007.2,490602314.55,952186321.75,4491887793.0,-0.64601585541,21.197909779355,22.551,8556086338.05,连续三个交易日内，涨幅偏离值累计达到20%的证券,-4.60732984,-1.46596859,-12.14659686,-2.61780105
1142,000859,国风新材,2025-11-21,普通席位买入，成功率28.99%,8.68,10.0127,-71058174.11,310002994.6,381061168.71,691064163.31,2604790980.0,-2.727979889964,26.530503545816,35.342,7776631352.28,日振幅值达到15%的前5只证券,10.02304147,4.95391705,-12.09677419,5.1843318
1143,000859,国风新材,2025-11-21,普通席位买入，成功率28.99%,8.68,10.0127,-71058174.11,310002994.6,381061168.71,691064163.31,2604790980.0,-2.727979889964,26.530503545816,35.342,7776631352.28,日涨幅偏离值达到7%的前5只证券,10.02304147,4.95391705,-12.09677419,5.1843318
1144,000859,国风新材,2025-11-20,普通席位买入，成功率49.04%,7.89,10.0418,61218129.76,195495831.5,134277701.74,329773533.24,1064749511.0,5.749533493798,30.971935636794,8.1752,7068850388.19,连续三个交易日内，涨幅偏离值累计达到20%的证券,10.01267427,21.03929024,7.35107731,5.1964512
1145,000859,国风新材,2025-05-23,1家机构买入，成功率39.56%,7.92,10.0,84688563.46,183097109.46,98408546.0,281505655.46,1546265046.0,5.47697587028,18.205524090984,22.161,7095163846.32,日涨幅偏离值达到7%的前5只证券,4.41919192,3.66161616,-6.94444444,-3.91414141
1146,000859,国风新材,2025-04-21,1家机构买入，成功率43.90%,7.54,10.073,36358461.22,185952916.15,149594454.93,335547371.08,3131894070.0,1.160909673423,10.713879958271,21.2191,6754739318.34,连续三个交易日内，涨幅偏离值累计达到20%的证券,-2.12201592,-10.87533156,-19.36339523,-8.09018568
1147,000859,国风新材,2025-04-21,1家机构买入，成功率38.08%,7.54,10.073,11385910.15,106874100.17,95488190.02,202362290.19,1371481017.0,0.830190867308,14.755019404691,21.2191,6754739318.34,日涨幅偏离值达到7%的前5只证券,-2.12201592,-10.87533156,-19.36339523,-8.09018568
1148,000863,三湘印象,2025-12-30,3家机构买入，成功率45.98%,6.22,1.8003,187289950.24,371278262.68,183988312.44,555266575.12,2061988828.0,9.082975993699,26.928689795986,10.6721,7237687899.96,连续三个交易日内，涨幅偏离值累计达到20%的证券,0.1607717,-1.92926045,3.05466238,-8.52090032
1149,000863,三湘印象,2025-12-19,1家机构买入，成功率42.42%,5.67,10.0971,30195038.65,136504853.6,106309814.95,242814668.55,874449984.0,3.453032100461,27.767702326357,10.5226,6597699420.06,连续三个交易日内，涨幅偏离值累计达到20%的证券,-5.46737213,-5.46737213,-0.70546737,5.11463845
1150,000876,新希望,2025-04-07,西藏自治区资金买入，成功率17.91%,10.2,4.8304,-30087702.02,303305739.01,333393441.03,636699180.04,2998751368.0,-1.003341001894,21.232143045745,4.8449,45896713386.6,连续三个交易日内，涨幅偏离值累计达到20%的证券,8.23529412,4.41176471,0.19607843,-1.47058824
1151,000876,新希望,2025-02-19,1家机构买入，成功率47.84%,10.44,10.0105,42540985.91,218706143.4,176165157.49,394871300.89,1952869996.0,2.178382892724,20.220050576782,4.3085,46976618682.36,日涨幅偏离值达到7%的前5只证券,-3.83141762,-4.40613027,-5.26819923,-8.23754789
1152,000877,天山股份,2025-07-23,主力做T，成功率28.84%,5.68,-6.2706,-295251333.32,107231327.55,402482660.87,509713988.42,1370862661.0,-21.537630407456,37.181987876756,3.1769,40387584301.92,日振幅值达到15%的前5只证券,1.93661972,-2.81690141,-4.92957746,-7.57042254
1153,000878,云南铜业,2025-10-10,2家机构买入，成功率43.89%,19.58,1.8201,21183105.84,955452439.5,934269333.66,1889721773.16,10959587318.0,0.193283790944,17.242636226424,13.0758,39230354405.66,连续三个交易日内，涨幅偏离值累计达到20%的证券,-2.70684372,-6.58835546,-8.98876404,-5.05617978
1154,000880,潍柴重机,2025-09-15,4家机构卖出，成功率21.84%,47.01,-7.8597,-216591903.91,191325400.96,407917304.87,599242705.83,2146053156.0,-10.09256938974,27.923013190732,28.2001,7623235620.0,日换手率达到20%的前5只证券,-2.19102319,-1.44650074,-0.28194483,-0.37145835
1155,000880,潍柴重机,2025-07-30,2家机构卖出，成功率23.48%,43.16,-7.9352,-279386115.89,125275654.04,404661769.93,529937423.97,1853614843.0,-15.072501007697,28.589403347263,25.3103,6998911920.0,日振幅值达到15%的前5只证券,0.94995366,0.27803522,0.37071362,9.96292864
1156,000880,潍柴重机,2025-07-17,2家机构买入，成功率40.44%,47.88,4.5872,123904990.02,477894712.42,353989722.4,831884434.82,2487312946.0,4.981479721692,33.445105335772,32.818,7764316560.0,日换手率达到20%的前5只证券,4.42773601,0.87719298,-3.50877193,-9.00167084
1157,000880,潍柴重机,2025-07-15,1家机构买入，成功率43.05%,41.62,9.9894,234544924.06,469236230.66,234691306.6,703927537.26,2111508742.0,11.107930523548,33.33765677869,19.1999,6749182440.0,连续三个交易日内，涨幅偏离值累计达到20%的证券,9.99519462,15.04084575,13.47909659,12.63815473
1158,000880,潍柴重机,2025-04-16,2家机构卖出，成功率18.28%,34.47,-10.0,-181007357.16,83682884.2,264690241.36,348373125.56,1352341212.0,-13.384740149441,25.760741628571,23.6403,5589724140.0,日跌幅偏离值达到7%的前5只证券,-3.0751378,-5.91818973,-2.29184798,2.37888019
1159,000880,潍柴重机,2025-04-10,普通席位买入，成功率55.01%,39.05,10.0,125700572.5,244385429.5,118684857.0,363070286.5,2206367632.0,5.697172614251,16.455566209104,35.7103,6332426100.0,日涨幅偏离值达到7%的前5只证券,-3.48271447,1.35723431,-14.44302177,-16.77336748
1160,000880,潍柴重机,2025-04-07,4家机构买入，成功率38.55%,37.2,1.3624,33196404.47,230958504.87,197762100.4,428720605.27,2177783184.0,1.524320911002,19.686101372248,36.5786,6032426400.0,日换手率达到20%的前5只证券,-2.01612903,-4.56989247,6.39784946,-5.24193548
1161,000880,潍柴重机,2025-04-03,2家机构买入，成功率32.51%,36.7,1.9444,27578821.17,248227255.6,220648434.43,468875690.03,2025821980.0,1.361364495117,23.144960152422,35.3291,5951345400.0,日换手率达到20%的前5只证券,1.36239782,-0.68119891,2.69754768,-11.63487738
1162,000880,潍柴重机,2025-04-03,2家机构买入，成功率32.51%,36.7,1.9444,27578821.17,248227255.6,220648434.43,468875690.03,2025821980.0,1.361364495117,23.144960152422,35.3291,5951345400.0,日振幅值达到15%的前5只证券,1.36239782,-0.68119891,2.69754768,-11.63487738
1163,000880,潍柴重机,2025-04-02,4家机构买入，成功率30.23%,36.0,7.1748,17996526.15,392515928.06,374519401.91,767035329.97,4404354659.0,0.408607561002,17.415385212056,31.2336,5837832000.0,连续三个交易日内，涨幅偏离值累计达到20%的证券,1.94444444,3.33333333,8.47222222,-7.19444444
1164,000880,潍柴重机,2025-03-31,3家机构买入，成功率44.24%,32.54,10.0068,28107335.92,184087025.84,155979689.92,340066715.76,1122917240.0,2.503063887415,30.284218965237,22.659,5276751480.0,日振幅值达到15%的前5只证券,3.22679779,10.63306699,12.01598033,17.70129072
1165,000880,潍柴重机,2025-03-31,3家机构买入，成功率44.24%,32.54,10.0068,28107335.92,184087025.84,155979689.92,340066715.76,1122917240.0,2.503063887415,30.284218965237,22.659,5276751480.0,日涨幅偏离值达到7%的前5只证券,3.22679779,10.63306699,12.01598033,17.70129072
1166,000880,潍柴重机,2025-03-25,5家机构卖出，成功率56.49%,32.36,-10.0111,-45930244.58,84391303.44,130321548.02,214712851.46,908934593.0,-5.053195789194,23.622475490929,16.8169,5247562320.0,日跌幅偏离值达到7%的前5只证券,-3.368356,-6.67490729,3.80098888,9.70333745
1167,000880,潍柴重机,2025-03-13,4家机构买入，成功率42.80%,40.3,9.9891,-74696360.48,312068588.77,386764949.25,698833538.02,2141074023.0,-3.488733209482,32.639391749792,34.4883,6535128600.0,日涨幅偏离值达到7%的前5只证券,-5.21091811,-1.29032258,-12.10918114,-25.06203474
