序号,股票代码,股票简称,每股收益,营业总收入-营业总收入,营业总收入-同比增长,营业总收入-季度环比增长,净利润-净利润,净利润-同比增长,净利润-季度环比增长,每股净资产,净资产收益率,每股经营现金流量,销售毛利率,所处行业,最新公告日期,sina_symbol
3681,300529,健帆生物,0.49,1032473665.31,-8.9863740229,-15.8348,381968997.2,-1.99,-26.7815,4.181732061324,10.6,0.514911690146,78.4559585969,医疗器械,2026-08-07,sz300529
3682,300283,温州宏丰,0.19,2986232002.24,92.1988266684,8.9058,92346186.36,2521.9,-35.9612,2.414355196735,7.95,-0.145300611442,12.0056541237,电网设备,2026-08-07,sz300283
3684,002852,道道全,0.049,2864753530.09,2.5896326237,-18.7418,16860587.01,-90.68,-80.669,6.406917898264,0.75,-0.616748374796,5.4143172371,农产品加工,2026-08-07,sz002852
3685,002813,路畅科技,-0.1835,152792016.59,-16.3817664946,56.2687,-22020846.71,52.65,80.7979,1.689324894417,-10.29,-0.05684046225,14.514727559,汽车零部件,2026-08-07,sz002813
3686,002372,伟星新材,0.25,1896696234.3,-8.7132034608,33.3839,390008387.82,43.9,126.427,2.963341051809,7.82,0.255851792721,41.6966571324,装修建材,2026-08-07,sz002372
3723,688835,高凯技术,1.42,327225507.59,35.4580007504,-11.0833,106153706.42,95.0669283072,-2.1669,11.29475507107,13.43,1.708491638765,57.6870164616,专用设备,2026-08-06,sh688835
3724,600727,鲁北化工,0.32,3030708272.99,17.5506209926,17.774,171606773.58,119.46,103.4287,6.33292278542,5.24,0.208108852432,13.5116974764,化学原料,2026-08-06,sh600727
3726,301688,格林生物,0.99,608180576.57,11.0728138075,-8.7801,98521225.78,4.1722149757,-3.2994,8.5108566229,12.32,0.9194351067,31.9778455976,化学制品,2026-08-06,sz301688
3727,301319,唯特偶,0.2886,934323213.37,40.6196595146,36.9201,52084473.39,23.47,-24.9451,6.594030096871,4.34,-1.310437491101,14.6963979879,电子化学品Ⅱ,2026-08-06,sz301319
3728,300285,国瓷材料,0.37,2512750568.08,16.6377097022,36.136,362756609.66,9.36,54.9814,7.351558960565,4.98,0.457022123369,37.6628981074,电子化学品Ⅱ,2026-08-06,sz300285
3729,300191,潜能恒信,0.3675,692518043.58,200.4882733844,127.3137,117604906.69,522.94,185.6187,3.843348657219,10.0,1.232259335094,58.341749896,油服工程,2026-08-06,sz300191
3752,688668,鼎通科技,1.32,1029145854.96,31.1725087259,24.9982,183763471.96,59.24,28.768,15.071423266012,8.93,1.259584207597,33.9848257673,通信设备,2026-08-05,sh688668
3753,603606,东方电缆,0.69,5799552532.02,30.8480996014,1.1666,564785958.32,19.41,-47.9887,10.252710206336,6.65,-0.190724219754,19.4380150456,电网设备,2026-08-05,sh603606
3754,603468,津富士达,0.51,3087591778.24,19.1265776408,26.863,188525905.55,-3.482446293,26.9086,7.989700033074,6.54,1.042850678977,13.2746563535,摩托车及其他,2026-08-05,sh603468
3755,603063,禾望电气,0.36,1725464687.46,-8.4293576273,100.7219,156381360.73,-35.56,105.9024,11.76312573657,2.97,0.394191289084,37.8617782565,风电设备,2026-08-05,sh603063
3756,600595,中孚实业,0.47,14258068458.79,34.8459302154,14.744,1880832103.43,165.84,28.975,4.565072387153,10.42,0.252993195662,21.6860462661,工业金属,2026-08-05,sh600595
3757,600206,有研新材,0.217,6157898140.55,50.3538965052,8.2547,183333652.78,40.89,7.694,5.150066584133,4.22,-1.122674257574,7.4200648174,半导体,2026-08-05,sh600206
3760,300768,迪普科技,0.11,536777323.65,-2.5173703851,6.218,72413335.79,38.86,-42.5892,5.487524179707,2.06,-0.089332561015,62.3351878643,软件开发,2026-08-05,sz300768
3761,300471,厚普股份,0.1766,424978883.03,8.3647055886,52.4979,83051591.14,518.55,3828.5111,3.512078423361,5.16,-0.137141366582,28.9247629726,专用设备,2026-08-05,sz300471
3762,300396,ST迪瑞,0.0279,408534485.45,16.4929851643,29.7841,7596925.03,126.83,867.7957,5.671422333337,0.49,-0.416417130791,45.3484684569,医疗器械,2026-08-05,sz300396
3763,002568,百润股份,0.46,1657844914.77,11.340976409,7.2894,478883744.22,23.08,21.2576,4.792848096704,9.3,0.423471665522,70.658792155,非白酒,2026-08-05,sz002568
3764,002145,钛能化学,0.117,4557336219.66,20.8891244365,8.9112,419752772.27,61.93,204.0518,3.475050958195,3.43,0.093353435157,17.9061500503,化学原料,2026-08-05,sz002145
3765,001235,里得电科,0.37,181777243.59,14.4317212184,90.763,23683405.86,-8.16,2732.7883,11.571843266855,3.27,-0.463629166902,34.8066206091,,2026-08-05,sz001235
3773,603558,健盛集团,0.53,1210689612.87,3.4046268071,10.2751,174670759.5,23.23,-8.7636,6.534646876098,8.82,0.331391912461,30.4555193346,纺织制造,2026-08-04,sh603558
3774,603456,九洲药业,0.44,2575246576.12,-10.2997625097,14.4856,387393043.36,-26.33,25.1183,10.006998725886,4.35,0.622228502166,36.8923740798,医疗服务,2026-08-04,sh603456
3775,603259,药明康德,3.8,28897478718.36,38.9349828598,32.3737,11080173661.42,29.43,38.2055,27.929121857355,13.19,3.250647383225,53.9094753581,医疗服务,2026-08-04,sh603259
3776,603206,嘉环科技,0.1,1793476857.46,-6.5682207653,23.8694,31284698.25,-30.77,15.4883,7.468665791232,1.37,-3.71146284108,13.8740917997,通信服务,2026-08-04,sh603206
3777,603179,新泉股份,0.58,8014533544.08,7.445266489,20.2326,414166694.69,-1.9,3.5229,10.646362354787,5.46,0.287032324648,20.0822112039,汽车零部件,2026-08-04,sh603179
3778,600201,生物股份,0.1,756440407.6,22.091454375,18.3322,104100301.02,72.28,-70.9122,4.867139077985,1.92,0.045895165052,53.9137969935,动物保健Ⅱ,2026-08-04,sh600201
3779,300852,四会富仕,0.5473,1232623307.92,43.3851447255,14.8335,87853721.76,16.53,98.1231,14.134762820716,3.83,0.099256891825,20.9381207731,元件,2026-08-04,sz300852
3780,300298,三诺生物,0.4096,2537036279.21,12.0763608674,4.6968,221337341.6,22.52,26.5808,5.311458417096,7.02,0.426490913151,53.1923818878,医疗器械,2026-08-04,sz300298
3781,300284,苏交科,0.063,1764832662.89,-0.6117204331,2.732,79608763.78,-16.55,-6.3821,6.571217012392,0.95,-0.20557503135,29.2684997451,工程咨询服务Ⅱ,2026-08-04,sz300284
3782,002657,中科金财,-0.4212,309232276.94,15.7272663933,181.6039,-143226762.15,-68.61,-215.6114,4.691575757231,-8.61,-1.303276500672,14.9118713791,IT服务Ⅱ,2026-08-04,sz002657
3783,002577,雷柏科技,0.05,229339229.66,10.0819445774,13.2286,14915609.47,-2.52,110.4397,4.179551028544,1.28,-0.007454621608,29.2603350894,计算机设备,2026-08-04,sz002577
3800,603400,华之杰,0.34,674360780.28,-3.5961815273,-29.5183,44252752.13,-46.78,-57.9039,9.160538806821,3.51,0.521197005085,21.9523555742,通用设备,2026-08-03,sh603400
3802,301366,一博科技,0.3063,708792806.39,41.6284239216,32.962,63829325.44,1561.55,350.2962,10.523823487475,2.92,0.251799191969,31.4357180859,元件,2026-08-03,sz301366
3803,002981,朝阳科技,0.055,803639195.32,-8.0306899281,17.692,7410686.38,-85.87,437.1433,7.64995597315,0.7,0.141592142032,17.5893095861,消费电子,2026-08-03,sz002981
3804,688313,仕佳光子,0.6964,1495490807.64,50.6601605112,59.3668,314784732.28,45.3,70.9553,3.798686944995,18.51,-0.840148964373,36.1813534002,通信设备,2026-08-01,sh688313
3805,688266,泽璟制药,2.42,1205379571.43,220.8781295535,-66.8665,640011104.13,979.0933971189,-98.8305,6.499558778209,45.7,3.054359312938,94.6415800084,化学制药,2026-08-01,sh688266
3806,605507,国邦医药,0.44,3142428542.07,3.8378674034,6.6191,341348063.99,-25.07,12.5062,10.735911355336,3.96,0.58151447219,23.7739178536,化学制药,2026-08-01,sh605507
3807,603058,永吉股份,0.1981,356554099.57,-16.6549173007,-6.4744,81919008.86,44.72,807.1478,2.711997151169,6.84,0.167157054132,29.3580376908,包装印刷,2026-08-01,sh603058
3808,600641,先导基电,0.2266,1146692842.72,64.0557371166,14.2674,210130445.65,414.95,1443.2236,8.882719239974,2.54,-1.216731936376,19.9716152973,半导体,2026-08-01,sh600641
3809,600351,亚宝药业,0.2566,1144946503.15,0.486045041,0.1577,177596487.26,1.83,-33.4965,4.076594253044,6.25,0.509915841147,53.9852018867,中药Ⅱ,2026-08-01,sh600351
3810,301522,上大股份,0.1653,1289840137.68,6.4741570004,13.278,61463201.96,2.78,55.1564,5.245274615216,3.16,-0.662751078117,12.3653881424,金属新材料,2026-08-01,sz301522
3811,300901,中胤时尚,0.013,217404405.35,21.269151564,38.0916,3066942.55,222.34,216.5398,4.048707425417,0.32,-0.001427155333,22.4009657309,服装家纺,2026-08-01,sz300901
3812,300738,奥飞数据,0.1995,1468814395.33,27.946442384,8.9616,196571835.59,123.64,11.989,3.722832050496,5.04,0.864715486168,34.4214777025,通信服务,2026-08-01,sz300738
3813,300618,寒锐钴业,0.32,3906787023.01,23.3182846948,9.5241,98631642.07,-22.5,-47.6649,17.970219049523,1.79,-0.264503571427,16.6408021571,能源金属,2026-08-01,sz300618
3814,002413,雷科防务,-0.01,561373936.6,3.6220203369,7.5572,-18120351.81,56.52,86.3284,2.493449549774,-0.55,-0.111736123176,36.814038999,军工电子Ⅱ,2026-08-01,sz002413
3815,002064,华峰化学,0.4,14166625096.76,16.7264470426,9.3573,1982794883.9,101.64,96.5491,5.798972684215,7.03,0.27665320223,21.8245393526,化学纤维,2026-08-01,sz002064
3816,000603,盛达资源,0.5653,1151604179.51,27.0844234537,99.6017,390059947.25,456.46,291.2258,5.443630584829,12.14,0.830310961873,69.1464368208,贵金属,2026-08-01,sz000603
3851,688018,乐鑫科技,1.4314,1480711293.55,18.8809951733,28.5149,334226056.86,27.93,46.4028,20.07609170799,7.26,0.309092838897,49.3178487103,半导体,2026-07-31,sh688018
3852,605499,东鹏饮料,3.9949,12443036555.29,15.8933393179,11.3198,2866801858.34,20.72,27.9903,26.526023006696,19.03,3.394992259255,48.3648973261,饮料乳品,2026-07-31,sh605499
3853,603929,亚翔集成,2.3,2547729187.94,51.3555104102,25.3754,490416194.97,204.8,-2.2134,11.190829495079,20.91,-0.613837782387,24.2492882778,专业工程,2026-07-31,sh603929
3854,603877,太平鸟,0.22,2877570811.31,-0.7174513075,-26.1827,101719808.65,30.89,-125.5573,9.30994599257,2.24,0.511852448864,61.2136665098,服装家纺,2026-07-31,sh603877
3855,603797,联泰环保,0.14,521284191.19,0.8468140339,0.0094,82038011.49,-2.89,-29.9534,5.869779018448,2.45,0.254456125881,60.0689092883,环境治理,2026-07-31,sh603797
3856,603309,维力医疗,0.35,768844324.28,3.1781963474,15.3773,101999527.15,-15.76,-29.8464,6.094007778761,5.67,0.548984858942,43.3359026565,医疗器械,2026-07-31,sh603309
3857,603101,汇嘉时代,0.2087,1334526456.12,4.9829625973,-24.2966,98157967.57,46.4,-47.6544,3.118344481611,6.81,0.54574784003,34.9612157744,一般零售,2026-07-31,sh603101
3858,601198,东兴证券,0.306,2505602174.61,11.4013014988,74.4213,1024731981.8,25.13,90.1633,9.418028987687,3.25,3.204945645392,,证券Ⅱ,2026-07-31,sh601198
3859,601059,信达证券,0.3,2435003187.48,19.525880521,22.9373,1097412436.82,7.15,42.6083,6.629124318267,4.62,0.196973818489,,证券Ⅱ,2026-07-31,sh601059
3860,600423,*ST柳化,0.018,76680535.13,12.8050061592,34.9145,14183568.19,311.98,181.6007,0.677274653918,2.66,0.003334026397,25.3215022262,化学原料,2026-07-31,sh600423
3861,600236,桂冠电力,0.2198,5716383159.57,37.5916562809,14.5819,1758973019.31,48.09,4.7306,2.295190526444,9.0622,0.482458084594,56.1330934976,电力,2026-07-31,sh600236
3862,600110,诺德股份,0.0598,6432962337.54,113.3287576188,52.9874,102906126.6,242.07,56.6896,3.461823192857,1.77,-0.630557836444,9.159727711,电池,2026-07-31,sh600110
3866,301678,新恒汇,0.14,597505055.09,25.9566313575,18.7004,33822329.97,-61.98,141.8863,7.513619594914,1.78,-0.441956967027,17.4028214463,半导体,2026-07-31,sz301678
3867,301237,和顺科技,0.1,377406729.18,27.4703247606,19.7043,7789172.1,154.42,463.249,14.462367655875,0.68,-0.106218633875,13.4060523351,塑料,2026-07-31,sz301237
3868,301100,风光股份,-0.11,516513983.31,-5.5245189483,-12.2937,-21055131.34,47.67,-3183.2164,9.993289553141,-1.05,-0.374762823975,11.2371410195,化学制品,2026-07-31,sz301100
3869,300947,德必集团,0.02,596997077.88,-0.8570977916,6.2783,3657233.18,-54.14,391.2434,7.844261596458,0.31,2.197095443548,28.180372458,一般零售,2026-07-31,sz300947
3870,300508,维宏股份,0.0554,286360908.61,10.0553483378,44.0814,6024303.69,-79.4,233.6022,7.950755792226,0.7,0.211126946678,48.6078601146,计算机设备,2026-07-31,sz300508
3871,300463,迈克生物,0.0567,1034014365.87,-3.8156678619,17.5695,34256956.93,0.63,181.2232,10.433230138232,0.54,0.428976037662,57.2874966008,医疗器械,2026-07-31,sz300463
3872,300222,科大智能,0.12,1553476085.87,15.9503360685,65.3294,93809933.05,22.14,144.577,2.331338066144,5.28,-0.203860802508,25.3620866323,电网设备,2026-07-31,sz300222
3873,300209,行云科技,0.0129,254209383.77,497.1086363739,27.0221,12015392.13,540.15,254.5252,1.011850507354,1.3,0.208714387986,34.763493365,软件开发,2026-07-31,sz300209
3874,002868,绿康生化,0.0471,247721056.76,-15.7047497899,-6.9049,7316046.6,112.49,-80.245,0.456522964066,10.91,0.290618374947,22.8853279255,动物保健Ⅱ,2026-07-31,sz002868
3875,002787,华源控股,0.23,1189976333.29,2.3994039166,3.3078,75083257.83,54.81,93.2814,5.482682040538,4.03,-0.318767551102,18.4825000748,包装印刷,2026-07-31,sz002787
3876,002592,ST八菱,0.2,369490603.23,30.4204098249,-9.956,57707187.13,1.64,38.4223,3.481269785656,5.99,0.013977462963,24.9323904924,汽车零部件,2026-07-31,sz002592
3877,002533,金杯电工,0.4356,11861499567.92,27.0656715511,37.254,316907241.48,6.96,40.7879,6.078951981624,6.85,-2.275051038771,9.7039397444,电网设备,2026-07-31,sz002533
3878,002515,金字火腿,-0.01,153977788.32,-9.2592554966,-73.2592,-8128711.9,-135.46,-263.0065,2.142515650717,-0.31,0.013270271105,26.1412218276,食品加工,2026-07-31,sz002515
3879,002296,辉煌科技,0.3029,372161096.54,-7.9050138435,-32.223,118017828.58,-12.27,-60.5227,6.400218094765,4.75,0.295369102046,59.4575411018,通信设备,2026-07-31,sz002296
3880,002162,悦心健康,0.0058,508629451.72,4.229420776,41.493,5331005.23,201.54,358.3323,0.900571147199,0.65,-0.015345003786,25.3587916083,家居用品,2026-07-31,sz002162
3881,002138,顺络电子,0.57,3858502642.34,19.6724390978,29.0154,447107886.72,-7.98,51.351,8.141825645866,6.78,0.776859623835,33.588309397,元件,2026-07-31,sz002138
3882,001359,平安电工,0.5163,686042802.81,20.2685401488,19.2396,124518738.07,-7.81,25.343,8.559849786266,6.04,0.534461203552,35.1895083049,塑料,2026-07-31,sz001359
3883,001217,华尔泰,0.05,1107184269.93,10.284703336,13.318,14935740.18,-49.06,302.3568,6.562616417754,0.68,0.280902795643,7.8051973196,化学原料,2026-07-31,sz001217
3884,000683,博源化工,0.22,6031130596.81,1.9385397709,21.9008,833852270.63,12.27,-1.5069,3.318970601396,6.41,0.212816797853,29.212699088,化学原料,2026-07-31,sz000683
3885,000633,合金投资,0.0062,145676913.66,-11.224239298,-9.0724,2370510.47,-48.19,-44.2519,0.520074491678,1.19,-0.00169061357,11.1225224731,金属新材料,2026-07-31,sz000633
3911,605033,美邦股份,0.38,554940465.2,14.3431386924,-35.0051,51067435.15,41.32,-56.6332,8.806161807988,4.38,-2.433787075888,37.2438138541,农化制品,2026-07-30,sh605033
3912,601168,西部矿业,1.75,39442827672.0,24.7432887685,10.6576,4169335166.0,123.0,62.876,9.408257758708,20.41,3.503692795216,23.9067381944,工业金属,2026-07-30,sh601168
3913,600885,宏发股份,0.7469,11022043268.08,32.0470131211,15.7931,1155954728.38,19.89,38.6919,8.537374393505,8.82,0.073762193219,32.6768165247,电网设备,2026-07-30,sh600885
3914,600711,盛屯矿业,0.595,19264358104.81,39.5572034727,5.9393,1804077962.85,71.37,-23.1764,5.78401918061,10.471,0.739328888291,22.8700584917,工业金属,2026-07-30,sh600711
3915,600663,陆家嘴,0.2201,8098464183.29,22.7478103144,163.6784,1108155492.41,35.91,356.17,5.066213792125,4.36,1.073908952531,57.9244607449,房地产开发,2026-07-30,sh600663
3918,300671,富满微,0.41,677704332.42,77.0423367042,51.9423,90640014.56,353.41,241.699,7.567866919368,5.46,-0.473924708765,26.1260508071,半导体,2026-07-30,sz300671
3919,002549,凯美特气,0.0315,315552071.14,1.6724017621,5.3699,21921375.45,-60.75,4.261,2.953227424641,1.06,0.078252914853,31.0608827177,化学制品,2026-07-30,sz002549
3930,603339,四方科技,0.28,965232260.48,12.0457460455,14.06,86291554.71,24.48,3.7734,9.012524989281,3.2,-0.096838642433,20.7264430398,通用设备,2026-07-29,sh603339
3931,301071,力量钻石,0.354,437713020.3,80.9413890974,37.8563,90081556.09,247.61,50.3966,20.921052329816,1.69,0.812806310386,34.4447647883,非金属材料Ⅱ,2026-07-29,sz301071
3932,002290,禾盛新材,0.55,1244743312.28,2.7448558437,19.3034,136212561.61,40.42,116.0063,4.240719937941,13.15,0.069888128252,15.3657032838,家电零部件Ⅱ,2026-07-29,sz002290
3948,603155,新亚强,0.23,409099418.6,27.3043331195,2.9725,72240785.89,22.42,12.7414,7.109126931271,3.14,0.195019271356,24.010696663,化学制品,2026-07-28,sh603155
3949,300854,中兰环保,0.0688,241720202.97,-16.9389270802,36.7629,7329006.24,30.22,-169.416,6.424012781673,0.82,0.5323739041,22.7573647399,环境治理,2026-07-28,sz300854
3950,300299,富春股份,0.0483,216063218.03,19.0207522725,10.4111,33361834.69,443.75,73.2514,0.574570080924,8.78,-0.012472751093,53.0055790126,游戏Ⅱ,2026-07-28,sz300299
3951,300243,瑞丰高材,0.23,1096926572.59,9.0417719356,10.192,58935886.48,348.43,91.2512,5.543153425096,4.74,0.02228296829,18.8638966828,塑料,2026-07-28,sz300243
3952,002848,高斯贝尔,-0.0314,330067071.19,235.5331905234,13.8176,-5241716.52,83.04,-290.2714,0.420158265031,-7.05,-0.029874454143,5.7045458404,黑色家电,2026-07-28,sz002848
3953,002611,东方精工,3.22,1690857649.54,-21.6817305372,-38.5706,3846229995.51,867.75,41018.88,7.784470947634,50.88,0.211922350037,23.4565950131,专用设备,2026-07-28,sz002611
3954,000933,神火股份,2.16,24790857619.36,21.3544213506,-0.2117,4781377305.4,151.06,8.8219,12.307327051235,18.41,3.201619399914,36.1731390551,工业金属,2026-07-28,sz000933
3962,688475,萤石网络,0.52,3007090847.54,6.3521377609,12.8424,409619179.66,35.44,24.2665,7.472957305702,6.89,-0.07567601859,50.2743800433,计算机设备,2026-07-25,sh688475
3963,603727,博迈科,-0.25,764310152.21,-26.715844062,96.6926,-70440288.38,-668.72,80.3993,10.962334681485,-2.2155,0.940668228713,5.8025181547,油服工程,2026-07-25,sh603727
3964,300750,宁德时代,9.51,276916580000.0,54.8003691485,14.4462,43284002000.0,41.98,8.7212,81.993154443679,12.08,13.015213596184,23.9283938867,电池,2026-07-25,sz300750
3965,300708,聚灿光电,0.08,895378242.74,-43.8295609321,13.6914,77041792.76,-34.13,60.3273,3.120501606757,2.66,-0.252494481639,21.3534990369,光学光电子,2026-07-25,sz300708
3966,300689,澄天伟业,0.024,255163262.74,21.7646480177,81.3551,2730809.45,-74.89,287.5885,6.037099078201,0.39,-0.157182186851,14.1406918937,通信设备,2026-07-25,sz300689
3967,300409,道氏技术,0.3764,4794043237.54,31.2060255503,14.5266,290113730.85,25.92,69.4628,10.327407772484,3.57,-0.746321064044,23.1544216351,电池,2026-07-25,sz300409
3968,002415,海康威视,0.862,46822537847.07,11.9673178084,26.0272,7895705450.11,39.57,83.8986,9.20326554319,9.17,0.352586646409,49.9672613158,计算机设备,2026-07-25,sz002415
3976,300416,苏试试验,0.2545,1079374282.39,8.9339158719,30.8803,129442931.43,10.37,97.2218,5.54994375575,4.59,0.140746468091,42.189290664,专业服务,2026-07-24,sz300416
3979,688078,龙软科技,-0.2,87537611.19,1.8171154661,181.6538,-14878850.67,-408.75,12.4394,9.073443730674,-2.22,-0.188873781296,22.6874327618,软件开发,2026-07-23,sh688078
3980,688005,容百科技,0.16,8721030988.21,39.571756311,30.6321,109398350.15,259.9516815206,743.0358,10.875691823575,1.39,-0.241343708235,9.3950139426,电池,2026-07-23,sh688005
3981,605228,神通科技,0.2,820167116.15,0.5443211807,-0.7589,92522227.5,43.94,-0.73,4.773734482451,4.33,0.365811773844,25.3565206986,汽车零部件,2026-07-23,sh605228
3982,002458,益生股份,0.2186,1696762876.75,28.4362690386,16.4886,307586693.93,4897.29,97.8978,3.240925116671,6.86,0.321762349132,28.0446409266,养殖业,2026-07-23,sz002458
3987,603162,海通发展,0.39,3470556268.14,92.7753444935,58.352,523456757.05,502.6,48.7955,3.542972098194,11.16,0.52480182726,19.6142461216,航运港口,2026-07-21,sh603162
3988,300503,昊志机电,0.75,1166348469.27,65.8575138341,35.198,232342843.01,266.57,55.508,5.14676971513,15.55,0.167486892419,42.4462536243,通用设备,2026-07-21,sz300503
3993,688146,中船特气,0.66,1904281352.97,83.1262578334,71.4894,347897694.46,95.63,143.4777,11.348551080273,5.86,-0.454703989115,31.7923109385,半导体,2026-07-18,sh688146
3994,600844,金煤科技,0.0201,478475005.41,1.0631935262,11.1971,20413758.47,128.0380128553,380.0978,0.077932391411,28.56,0.026388621003,19.2670682936,化学原料,2026-07-18,sh600844
3995,001339,智微智能,1.19,3049593179.64,56.6420641839,34.0337,388460769.92,281.92,155.9367,8.287375355582,15.58,2.950427831278,39.5226032694,计算机设备,2026-07-18,sz001339
4000,002998,优彩资源,0.24,1330056244.06,7.8659235477,17.5271,82586276.03,103.87,57.9522,4.930502398384,4.57,0.117599861956,13.4880068081,化学纤维,2026-07-16,sz002998
4001,002107,沃华医药,0.12,393349512.77,-7.525175606,-20.4256,67566295.15,51.23,-15.6381,1.225052631834,9.44,0.140966994451,77.8448745579,中药Ⅱ,2026-07-16,sz002107
